"Realized Gain/Loss - Lot Details for ...844 as of Sat Oct 05  03:10:41 EDT 2024 from 01/01/2022 to 10/05/2024","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"YQ","17 ED & TECHNOLOGY G ADR","03/30/2023","03/06/2023","100","$0.96","$1.09","$96.02","$108.99","-$12.97","-11.90017432792%","","-$12.97","Short Term","$108.99","No","","03/30/2023","","","","","","",""
"BABA 01/19/2024 130.00 C","CALL ALIBABA GROUP HLDG LTD $130 EXP 01/19/24","03/29/2023","03/29/2023","1","$4.20","$8.26","$420.33","$825.66","-$405.33","-96.431375347941%","","-$405.33","Short Term","$825.66","No","","03/28/2023","","","","","","",""
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.59","$19.46","$1,759.32","$1,945.66","$0.00","0%","","$0.00","Short Term","$1,945.66","Yes","$186.34","03/28/2023","","","","","","",""
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.24","$19.35","$1,724.32","$1,934.66","-$210.34","-12.198431845597%","","-$210.34","Short Term","$1,934.66","No","","03/28/2023","","","","","","",""
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.59","$19.01","$1,759.32","$1,900.66","$0.00","0%","","$0.00","Short Term","$1,900.66","Yes","$141.34","03/28/2023","","","","","","",""
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.24","$20.42","$1,724.33","$2,041.99","-$317.66","-18.422227763827%","","-$317.66","Short Term","$2,041.99","No","","03/28/2023","$1,900.66","-$176.33","-10.226000823508%","","","-$176.33","-10.226000823508262%"
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.59","$19.01","$1,759.33","$1,900.66","$0.00","0%","","$0.00","Short Term","$1,900.66","Yes","$141.33","03/28/2023","","","","","","",""
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.24","$19.35","$1,724.33","$1,934.66","-$210.33","-12.197781167178%","","-$210.33","Short Term","$1,934.66","No","","03/28/2023","","","","","","",""
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.24","$21.21","$1,724.32","$2,121.00","-$396.68","-23.005010670873%","","-$396.68","Short Term","$2,121.00","No","","03/28/2023","$1,934.66","-$210.34","-12.198431845597%","","","-$210.34","-12.198431845597106%"
"NVDA 04/21/2023 275.00 P","PUT NVIDIA CORP $275 EXP 04/21/23","03/29/2023","03/29/2023","1","$17.24","$20.42","$1,724.32","$2,042.00","-$317.68","-18.423494478983%","","-$317.68","Short Term","$2,042.00","No","","03/28/2023","$1,900.66","-$176.34","-10.226640066809%","","","-$176.34","-10.226640066808946%"
"SPY","SPDR S&P 500 ETF","03/29/2023","03/21/2023","50","$401.00","$398.82","$20,049.83","$19,940.97","$108.86","0.545911257075%","","$108.86","Short Term","$19,940.97","No","","03/29/2023","$19,940.50","$109.33","0.548281136381%","","","$109.33","0.5482811363807427%"
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/29/2023","03/16/2023","50","$31.67","$36.84","$1,583.48","$1,841.82","$0.00","0%","","$0.00","Short Term","$1,841.82","Yes","$258.34","03/29/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/29/2023","03/16/2023","50","$31.67","$35.49","$1,583.48","$1,774.44","$0.00","0%","","$0.00","Short Term","$1,774.44","Yes","$190.96","03/29/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/28/2023","03/06/2023","100","$98.67","$90.21","$9,867.39","$9,021.05","$846.34","9.38183470882%","","$846.34","Short Term","$9,021.05","No","","03/28/2023","","","","","","",""
"NVDA 03/31/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/31/23","03/28/2023","03/28/2023","4","$3.09","$2.28","$1,237.34","$910.64","$326.70","26.40341377471%","","$326.70","Short Term","$910.64","No","","03/27/2023","","","","","","",""
"NVDA 03/31/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/31/23","03/28/2023","03/28/2023","3","$3.49","$2.28","$1,048.00","$682.98","$365.02","34.830152671756%","","$365.02","Short Term","$682.98","No","","03/27/2023","","","","","","",""
"NVDA 03/31/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/31/23","03/28/2023","03/28/2023","2","$3.09","$2.28","$618.68","$455.32","$163.36","26.404603349066%","","$163.36","Short Term","$455.32","No","","03/27/2023","","","","","","",""
"NVDA 03/31/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/31/23","03/28/2023","03/28/2023","2","$3.49","$2.28","$698.67","$455.32","$243.35","34.830463595116%","","$243.35","Short Term","$455.32","No","","03/27/2023","","","","","","",""
"NVDA 03/31/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/31/23","03/28/2023","03/28/2023","1","$3.49","$2.99","$349.33","$298.66","$50.67","14.50490939799%","","$50.67","Short Term","$298.66","No","","03/27/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/28/2023","03/28/2023","2","$9.44","$8.91","$1,888.66","$1,781.32","$107.34","5.683394576049%","","$107.34","Short Term","$1,781.32","No","","03/27/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/28/2023","03/28/2023","1","$9.44","$8.91","$944.33","$890.66","$53.67","5.683394576049%","","$53.67","Short Term","$890.66","No","","03/27/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/28/2023","03/28/2023","5","$9.44","$8.91","$4,721.65","$4,453.30","$268.35","5.683394576049%","","$268.35","Short Term","$4,453.30","No","","03/27/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/28/2023","03/28/2023","3","$9.44","$8.91","$2,832.99","$2,671.98","$161.01","5.683394576049%","","$161.01","Short Term","$2,671.98","No","","03/27/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/28/2023","03/28/2023","5","$9.64","$9.01","$4,821.65","$4,503.30","$318.35","6.602511588357%","","$318.35","Short Term","$4,503.30","No","","03/27/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/28/2023","03/28/2023","1","$9.64","$9.01","$964.33","$900.66","$63.67","6.602511588357%","","$63.67","Short Term","$900.66","No","","03/27/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/28/2023","03/28/2023","5","$9.64","$9.01","$4,821.65","$4,503.30","$318.35","6.602511588357%","","$318.35","Short Term","$4,503.30","No","","03/27/2023","","","","","","",""
"NVDA 04/28/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/28/23","03/28/2023","03/28/2023","4","$10.99","$10.56","$4,397.32","$4,222.64","$174.68","3.972419564644%","","$174.68","Short Term","$4,222.64","No","","03/27/2023","","","","","","",""
"NVDA 04/28/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/28/23","03/28/2023","03/28/2023","2","$10.99","$10.61","$2,198.66","$2,121.32","$77.34","3.517597081859%","","$77.34","Short Term","$2,121.32","No","","03/27/2023","","","","","","",""
"NVDA 04/28/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/28/23","03/28/2023","03/28/2023","1","$10.99","$10.61","$1,099.33","$1,060.66","$38.67","3.517597081859%","","$38.67","Short Term","$1,060.66","No","","03/27/2023","","","","","","",""
"NVDA 04/28/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/28/23","03/28/2023","03/28/2023","4","$10.99","$10.56","$4,397.31","$4,222.64","$174.67","3.972201186635%","","$174.67","Short Term","$4,222.64","No","","03/27/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/28/2023","03/21/2023","100","$33.60","$33.50","$3,359.96","$3,350.00","$9.96","0.297313432836%","","$9.96","Short Term","$3,350.00","No","","03/28/2023","","","","","","",""
"NVDA 03/24/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/24/23","03/27/2023","03/27/2023","1","$2.13","$0.24","$213.34","$23.66","$189.68","88.909721571201%","","$189.68","Short Term","$23.66","No","","03/24/2023","","","","","","",""
"NVDA 03/24/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/24/23","03/27/2023","03/27/2023","2","$2.52","$0.24","$504.68","$47.32","$457.36","90.623761591504%","","$457.36","Short Term","$47.32","No","","03/24/2023","","","","","","",""
"NVDA 03/24/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/24/23","03/27/2023","03/27/2023","1","$2.65","$0.24","$265.34","$23.66","$241.68","91.083138614608%","","$241.68","Short Term","$23.66","No","","03/24/2023","","","","","","",""
"NVDA 03/24/2023 275.00 C","CALL NVIDIA CORP $275 EXP 03/24/23","03/27/2023","03/27/2023","1","$2.13","$0.24","$213.34","$23.66","$189.68","88.909721571201%","","$189.68","Short Term","$23.66","No","","03/24/2023","","","","","","",""
"NVDA 04/21/2023 272.50 C","CALL NVIDIA CORP $272.5 EXP 04/21/23","03/27/2023","03/27/2023","1","$15.81","$12.06","$1,581.33","$1,205.66","$375.67","23.756584647101%","","$375.67","Short Term","$1,205.66","No","","03/24/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/27/2023","03/27/2023","1","$11.61","$10.68","$1,161.33","$1,067.66","$93.67","8.065752197911%","","$93.67","Short Term","$1,067.66","No","","03/24/2023","","","","","","",""
"NVDA 04/21/2023 275.00 C","CALL NVIDIA CORP $275 EXP 04/21/23","03/27/2023","03/27/2023","4","$14.74","$10.68","$5,897.30","$4,270.64","$1,626.66","27.58313126346%","","$1,626.66","Short Term","$4,270.64","No","","03/24/2023","","","","","","",""
"NVDA 06/21/2024 275.00 C","CALL NVIDIA CORP $275 EXP 06/21/24","03/27/2023","03/27/2023","3","$60.91","$60.11","$18,273.86","$18,031.98","$241.88","1.323639340566%","","$241.88","Short Term","$18,031.98","No","","03/24/2023","","","","","","",""
"NVDA 06/21/2024 275.00 C","CALL NVIDIA CORP $275 EXP 06/21/24","03/27/2023","03/27/2023","2","$60.91","$60.11","$12,182.58","$12,021.32","$161.26","1.323693339178%","","$161.26","Short Term","$12,021.32","No","","03/24/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/27/2023","03/15/2023","100","$33.00","$38.59","$3,299.96","$3,858.91","$0.00","0%","","$0.00","Short Term","$3,858.91","Yes","$558.95","03/27/2023","","","","","","",""
"NVDA 03/24/2023 267.50 C","CALL NVIDIA CORP $267.5 EXP 03/24/23","03/24/2023","03/24/2023","2","$6.32","$7.34","$1,264.66","$1,467.32","-$202.66","-16.024860436797%","","-$202.66","Short Term","$1,467.32","No","","03/23/2023","","","","","","",""
"NVDA 03/24/2023 267.50 C","CALL NVIDIA CORP $267.5 EXP 03/24/23","03/24/2023","03/24/2023","2","$6.32","$7.34","$1,264.67","$1,467.32","-$202.65","-16.023943004895%","","-$202.65","Short Term","$1,467.32","No","","03/23/2023","","","","","","",""
"NVDA 03/24/2023 280.00 C","CALL NVIDIA CORP $280 EXP 03/24/23","03/24/2023","03/24/2023","1","$0.99","$0.92","$99.34","$91.66","$7.68","7.731024763439%","","$7.68","Short Term","$91.66","No","","03/23/2023","","","","","","",""
"SQQQ 03/24/2023 34.00 C","CALL PROSHARES TRUST $34 EXP 03/24/23","03/24/2023","03/24/2023","2","$0.10","$0.22","$20.68","$43.32","-$22.64","-52.262234533703%","","-$22.64","Short Term","$43.32","No","","03/24/2023","","","","","","",""
"SQQQ 03/24/2023 34.00 C","CALL PROSHARES TRUST $34 EXP 03/24/23","03/24/2023","03/24/2023","3","$0.10","$0.22","$31.01","$64.98","-$33.97","-52.277623884272%","","-$33.97","Short Term","$64.98","No","","03/24/2023","","","","","","",""
"SQQQ 03/24/2023 34.00 C","CALL PROSHARES TRUST $34 EXP 03/24/23","03/24/2023","03/24/2023","8","$0.10","$0.22","$82.70","$173.28","-$90.58","-52.27377654663%","","-$90.58","Short Term","$173.28","No","","03/24/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/23/2023","03/08/2023","1","$87.67","$86.89","$87.67","$86.89","$0.78","0.897686730349%","","$0.78","Short Term","$86.89","No","","03/23/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/23/2023","03/08/2023","100","$87.67","$86.89","$8,767.34","$8,688.63","$78.71","0.905896556764%","","$78.71","Short Term","$8,688.63","No","","03/23/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/23/2023","03/08/2023","24","$87.67","$86.89","$2,104.16","$2,085.27","$18.89","0.905877895908%","","$18.89","Short Term","$2,085.27","No","","03/23/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/23/2023","03/14/2023","500","$6.35","$6.10","$3,174.55","$3,052.00","$122.55","4.015399737877%","","$122.55","Short Term","$3,052.00","No","","03/23/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/23/2023","03/14/2023","4,700","$1.00","$0.99","$4,699.28","$4,639.37","$59.91","1.291339125786%","","$59.91","Short Term","$4,639.37","No","","03/23/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/23/2023","03/14/2023","300","$1.00","$0.99","$299.96","$296.13","$3.83","1.293350893189%","","$3.83","Short Term","$296.13","No","","03/23/2023","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","03/22/2023","03/09/2023","125","$84.53","$83.76","$10,566.38","$10,469.78","$96.60","0.922655490373%","","$96.60","Short Term","$10,469.78","No","","03/22/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","03/22/2023","03/21/2023","100","$8.40","$7.97","$839.98","$797.00","$42.98","5.392722710163%","","$42.98","Short Term","$797.00","No","","03/22/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","03/22/2023","03/21/2023","100","$8.40","$7.97","$839.98","$797.00","$42.98","5.392722710163%","","$42.98","Short Term","$797.00","No","","03/22/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","03/22/2023","03/21/2023","100","$8.40","$7.97","$839.98","$797.00","$42.98","5.392722710163%","","$42.98","Short Term","$797.00","No","","03/22/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","03/22/2023","03/21/2023","100","$8.40","$7.97","$839.98","$797.00","$42.98","5.392722710163%","","$42.98","Short Term","$797.00","No","","03/22/2023","","","","","","",""
"DAO","YOUDAO INC A ADR","03/22/2023","03/16/2023","200","$8.40","$8.16","$1,679.95","$1,632.44","$47.51","2.910367302933%","","$47.51","Short Term","$1,632.44","No","","03/22/2023","","","","","","",""
"NVDA","NVIDIA CORP","03/22/2023","03/22/2023","50","$270.52","$269.20","$13,526.13","$13,460.25","$65.88","0.489441132223%","","$65.88","Short Term","$13,460.25","No","","03/22/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/22/2023","03/21/2023","200","$33.23","$33.13","$6,645.92","$6,625.96","$19.96","0.301239367578%","","$19.96","Short Term","$6,625.96","No","","03/22/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/22/2023","03/21/2023","200","$33.23","$33.13","$6,645.92","$6,625.96","$19.96","0.301239367578%","","$19.96","Short Term","$6,625.96","No","","03/22/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/22/2023","03/21/2023","116","$33.23","$33.13","$3,854.63","$3,843.06","$11.57","0.301062174413%","","$11.57","Short Term","$3,843.06","No","","03/22/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/22/2023","03/21/2023","484","$33.23","$33.13","$16,083.12","$16,034.82","$48.30","0.301219471126%","","$48.30","Short Term","$16,034.82","No","","03/22/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/22/2023","03/15/2023","200","$6.06","$5.81","$1,212.96","$1,161.04","$51.92","4.471852821608%","","$51.92","Short Term","$1,161.04","No","","03/22/2023","","","","","","",""
"TAL","TAL ED GROUP A ADR","03/22/2023","03/14/2023","600","$6.06","$5.81","$3,638.88","$3,485.94","$152.94","4.387338852648%","","$152.94","Short Term","$3,485.94","No","","03/22/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/22/2023","03/22/2023","794","$0.98","$0.96","$777.99","$762.24","$15.75","2.066278337531%","","$15.75","Short Term","$762.24","No","","03/22/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/22/2023","03/22/2023","206","$0.98","$0.96","$201.85","$197.76","$4.09","2.068163430421%","","$4.09","Short Term","$197.76","No","","03/22/2023","","","","","","",""
"AI","C3 AI INC A","03/21/2023","03/20/2023","100","$22.00","$21.60","$2,199.97","$2,160.00","$39.97","1.850462962963%","","$39.97","Short Term","$2,160.00","No","","03/21/2023","","","","","","",""
"AI","C3 AI INC A","03/21/2023","03/20/2023","800","$22.00","$21.60","$17,599.74","$17,280.00","$319.74","1.850347222222%","","$319.74","Short Term","$17,280.00","No","","03/21/2023","","","","","","",""
"AI","C3 AI INC A","03/21/2023","03/20/2023","100","$22.00","$21.60","$2,199.97","$2,160.00","$39.97","1.850462962963%","","$39.97","Short Term","$2,160.00","No","","03/21/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/21/2023","03/16/2023","100","$37.00","$36.49","$3,699.96","$3,648.60","$51.36","1.407663213287%","","$51.36","Short Term","$3,648.60","No","","03/21/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/21/2023","03/15/2023","50","$37.00","$36.17","$1,849.98","$1,808.46","$41.52","2.295876049235%","","$41.52","Short Term","$1,808.46","No","","03/21/2023","","","","","","",""
"EDU","NEW ORIENTAL EDUCATI ADR","03/21/2023","03/14/2023","100","$37.00","$36.84","$3,699.95","$3,683.50","$16.45","0.446586127325%","","$16.45","Short Term","$3,683.50","No","","03/21/2023","","","","","","",""
"GOTU","GAOTU TECHEDU INC A ADR","03/21/2023","03/17/2023","1,000","$3.99","$3.92","$3,986.92","$3,919.90","$67.02","1.709737493303%","","$67.02","Short Term","$3,919.90","No","","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","100","$1.10","$1.10","$110.24","$109.99","$0.25","0.227293390308%","","$0.25","Short Term","$109.99","No","","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","97","$1.12","$1.10","$108.63","$106.69","$1.94","1.818352235448%","","$1.94","Short Term","$106.69","No","","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","500","$1.11","$1.10","$557.43","$549.95","$7.48","1.360123647604%","","$7.48","Short Term","$549.95","No","","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","408","$1.10","$1.10","$450.78","$448.76","$2.02","0.450129245031%","","$2.02","Short Term","$448.76","No","","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","500","$1.09","$1.10","$544.98","$549.95","$0.00","0%","","$0.00","Short Term","$549.95","Yes","$4.97","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","100","$1.09","$1.10","$109.00","$109.99","$0.00","0%","","$0.00","Short Term","$109.99","Yes","$0.99","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","400","$1.09","$1.10","$435.98","$439.96","$0.00","0%","","$0.00","Short Term","$439.96","Yes","$3.98","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","295","$1.12","$1.10","$330.36","$324.47","$5.89","1.815267975468%","","$5.89","Short Term","$324.47","No","","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","2,500","$1.09","$1.10","$2,728.37","$2,749.75","$0.00","0%","","$0.00","Short Term","$2,749.75","Yes","$21.38","03/21/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/21/2023","03/14/2023","100","$1.09","$1.10","$109.00","$109.99","$0.00","0%","","$0.00","Short Term","$109.99","Yes","$0.99","03/21/2023","","","","","","",""
"NVDA","NVIDIA CORP","03/21/2023","03/21/2023","50","$262.00","$260.81","$13,099.89","$13,040.72","$59.17","0.453732615991%","","$59.17","Short Term","$13,040.72","No","","03/21/2023","","","","","","",""
"NVDA","NVIDIA CORP","03/21/2023","03/21/2023","12","$262.00","$258.00","$3,143.97","$3,096.00","$47.97","1.549418604651%","","$47.97","Short Term","$3,096.00","No","","03/21/2023","","","","","","",""
"NVDA","NVIDIA CORP","03/21/2023","03/21/2023","38","$262.00","$258.00","$9,955.92","$9,804.00","$151.92","1.549571603427%","","$151.92","Short Term","$9,804.00","No","","03/21/2023","","","","","","",""
"NVDA","NVIDIA CORP","03/21/2023","03/21/2023","50","$263.19","$260.81","$13,159.29","$13,040.72","$118.57","0.909228938279%","","$118.57","Short Term","$13,040.72","No","","03/21/2023","","","","","","",""
"SPY","SPDR S&P 500 ETF","03/21/2023","03/21/2023","50","$399.00","$396.83","$19,949.83","$19,841.44","$108.39","0.546280915095%","","$108.39","Short Term","$19,841.44","No","","03/21/2023","$19,833.43","$116.40","0.586887895841%","","","$116.40","0.5868878958405127%"
"SPY","SPDR S&P 500 ETF","03/21/2023","03/21/2023","1","$396.83","$397.30","$396.83","$397.30","$0.00","0%","","$0.00","Short Term","$397.30","Yes","$0.47","03/21/2023","","","","","","",""
"SPY","SPDR S&P 500 ETF","03/21/2023","03/21/2023","50","$396.83","$396.99","$19,841.34","$19,849.35","$0.00","0%","","$0.00","Short Term","$19,849.35","Yes","$8.01","03/21/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/21/2023","03/21/2023","100","$34.00","$33.42","$3,399.96","$3,342.40","$57.56","1.722115844902%","","$57.56","Short Term","$3,342.40","No","","03/21/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/21/2023","03/15/2023","700","$0.98","$0.97","$685.89","$678.93","$6.96","1.025142503645%","","$6.96","Short Term","$678.93","No","","03/21/2023","","","","","","",""
"YQ","17 ED & TECHNOLOGY G ADR","03/21/2023","03/15/2023","300","$0.98","$0.97","$293.96","$290.97","$2.99","1.027597346806%","","$2.99","Short Term","$290.97","No","","03/21/2023","","","","","","",""
"AI","C3 AI INC A","03/20/2023","03/16/2023","100","$22.09","$21.82","$2,209.47","$2,181.50","$27.97","1.282145312858%","","$27.97","Short Term","$2,181.50","No","","03/20/2023","","","","","","",""
"AI","C3 AI INC A","03/20/2023","03/16/2023","400","$22.09","$21.82","$8,836.95","$8,726.00","$110.95","1.271487508595%","","$110.95","Short Term","$8,726.00","No","","03/20/2023","","","","","","",""
"AI","C3 AI INC A","03/20/2023","03/16/2023","500","$22.09","$21.82","$11,047.34","$10,907.50","$139.84","1.282053632821%","","$139.84","Short Term","$10,907.50","No","","03/20/2023","","","","","","",""
"AI","C3 AI INC A","03/20/2023","03/20/2023","300","$21.51","$21.03","$6,454.41","$6,309.00","$145.41","2.304802662863%","","$145.41","Short Term","$6,309.00","No","","03/20/2023","","","","","","",""
"JZ","JIANZHI EDUCATION TE ADR","03/20/2023","03/16/2023","1,000","$1.03","$1.02","$1,029.94","$1,019.80","$10.14","0.994312610316%","","$10.14","Short Term","$1,019.80","No","","03/20/2023","","","","","","",""
"SPY","SPDR S&P 500 ETF","03/20/2023","03/20/2023","50","$393.00","$390.78","$19,649.83","$19,539.00","$110.83","0.567224525308%","","$110.83","Short Term","$19,539.00","No","","03/20/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/20/2023","03/17/2023","10","$35.42","$33.94","$354.25","$339.42","$14.83","4.369218077898%","","$14.83","Short Term","$339.42","No","","03/20/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/20/2023","03/16/2023","100","$35.42","$34.84","$3,542.45","$3,483.50","$58.95","1.692263528061%","","$58.95","Short Term","$3,483.50","No","","03/20/2023","","","","","","",""
"SQQQ","PROSHARES ULTRAPRO SHORT QQQ ETF","03/20/2023","03/16/2023","300","$35.42","$34.57","$10,627.37","$10,371.57","$255.80","2.466357552425%","","$255.80","Short Term","$10,371.57","No","","03/20/2023","","","","","","",""
"MDB","MONGODB INC A","03/17/2023","03/09/2023","50","$220.40","$212.35","$11,019.90","$10,617.30","$402.60","3.791924500579%","","$402.60","Short Term","$10,617.30","No","","03/17/2023","","","","","","",""
"NVDA 03/17/2023 265.00 C","CALL NVIDIA CORP $265 EXP 03/17/23","03/17/2023","03/17/2023","2","$0.07","$0.32","$14.67","$63.32","-$48.65","-76.831964624131%","","-$48.65","Short Term","$63.32","No","","03/17/2023","","","","","","",""
"NVDA 03/17/2023 265.00 C","CALL NVIDIA CORP $265 EXP 03/17/23","03/17/2023","03/17/2023","1","$0.07","$0.32","$7.34","$31.66","-$24.32","-76.816171825648%","","-$24.32","Short Term","$31.66","No","","03/17/2023","","","","","","",""
"NVDA 03/17/2023 265.00 C","CALL NVIDIA CORP $265 EXP 03/17/23","03/17/2023","03/17/2023","1","$0.07","$0.32","$7.34","$31.66","-$24.32","-76.816171825648%","","-$24.32","Short Term","$31.66","No","","03/17/2023","","","","","","",""
"NVDA 03/17/2023 265.00 C","CALL NVIDIA CORP $265 EXP 03/17/23","03/17/2023","03/17/2023","3","$0.07","$0.32","$22.01","$94.98","-$72.97","-76.82670035797%","","-$72.97","Short Term","$94.98","No","","03/17/2023","","","","","","",""
"NVDA 03/17/2023 265.00 C","CALL NVIDIA CORP $265 EXP 03/17/23","03/17/2023","03/17/2023","1","$0.07","$0.32","$7.34","$31.66","-$24.32","-76.816171825648%","","-$24.32","Short Term","$31.66","No","","03/17/2023","","","","","","",""
"NVDA 03/17/2023 265.00 C","CALL NVIDIA CORP $265 EXP 03/17/23","03/17/2023","03/17/2023","2","$0.07","$0.32","$14.68","$63.32","-$48.64","-76.816171825648%","","-$48.64","Short Term","$63.32","No","","03/17/2023","","","","","","",""
"MDB","MONGODB INC A","03/16/2023","03/09/2023","50","$217.17","$212.35","$10,858.65","$10,617.30","$241.35","2.273176796361%","","$241.35","Short Term","$10,617.30","No","","03/16/2023","","","","","","",""
"VGT","VANGUARD INFORMATION TECHNOLOGY ETF","03/16/2023","03/09/2023","21","$363.00","$362.00","$7,622.94","$7,602.00","$20.94","0.27545382794%","","$20.94","Short Term","$7,602.00","No","","03/16/2023","","","","","","",""
